trajectory_id,collision,collision_frame,triggered,trigger_frame,ttc_at_trigger,pjoint,missed_collision,high_injury_collision,low_injury_collision,q_wait_at_trigger,q_trigger_at_trigger,speed_at_trigger,speed_at_collision
111,False,,False,,,,False,False,False,,,,
112,True,152.0,False,,,0.32492616160621646,True,True,False,,,,33.08778242754395
113,False,,False,,,,False,False,False,,,,
114,False,,False,,,,False,False,False,,,,
115,True,242.0,False,,,0.20233743738115983,True,True,False,,,,27.95208574963727
116,True,186.0,False,,,0.9985396609430075,True,True,False,,,,50.384659549103915
117,True,187.0,False,,,0.1322287675556283,True,False,True,,,,11.98154639347639
118,True,248.0,False,,,0.3728495138635276,True,True,False,,,,35.05785333100211
119,False,,False,,,,False,False,False,,,,
120,False,,False,,,,False,False,False,,,,
121,False,,False,,,,False,False,False,,,,
122,True,206.0,False,,,0.12591281819610123,True,False,True,,,,14.219705850410149
123,False,,False,,,,False,False,False,,,,
124,True,195.0,False,,,0.12822301114465218,True,False,True,,,,13.338262508464116
125,False,,False,,,,False,False,False,,,,
126,True,213.0,False,,,0.9613975088885933,True,True,False,,,,46.236631913039645
127,True,67.0,False,,,0.13273649557027234,True,False,True,,,,11.821286232685987
128,False,,False,,,,False,False,False,,,,
129,True,109.0,False,,,0.14861229686625899,True,False,True,,,,24.513098542197724
130,False,,False,,,,False,False,False,,,,
131,False,,False,,,,False,False,False,,,,
132,False,,False,,,,False,False,False,,,,
133,False,,False,,,,False,False,False,,,,
134,False,,False,,,,False,False,False,,,,
135,False,,False,,,,False,False,False,,,,
136,True,97.0,False,,,0.7931855033187353,True,True,False,,,,42.976368123148326
137,True,198.0,False,,,0.12163746391549501,True,False,True,,,,16.204677603010207
138,False,,False,,,,False,False,False,,,,
139,False,,False,,,,False,False,False,,,,
140,False,,False,,,,False,False,False,,,,
141,False,,False,,,,False,False,False,,,,
142,False,,False,,,,False,False,False,,,,
143,True,110.0,False,,,0.34050216067117356,True,True,False,,,,33.73058153833504
144,False,,False,,,,False,False,False,,,,
145,False,,False,,,,False,False,False,,,,
146,False,,False,,,,False,False,False,,,,
147,True,115.0,False,,,0.6538772888360517,True,True,False,,,,41.05044115467403
148,False,,False,,,,False,False,False,,,,
149,True,209.0,False,,,0.19373697362233822,True,False,True,,,,27.638839670345767
150,False,,False,,,,False,False,False,,,,
151,False,,False,,,,False,False,False,,,,
152,True,204.0,False,,,0.13492358483527467,True,False,True,,,,11.154882327332245
153,False,,False,,,,False,False,False,,,,
154,False,,False,,,,False,False,False,,,,
155,False,,False,,,,False,False,False,,,,
156,True,75.0,False,,,0.8564054773982672,True,True,False,,,,43.962545909603655
157,False,,False,,,,False,False,False,,,,
158,False,,False,,,,False,False,False,,,,
159,False,,False,,,,False,False,False,,,,
160,False,,False,,,,False,False,False,,,,
161,False,,False,,,,False,False,False,,,,
162,True,117.0,False,,,0.11860260020072044,True,False,True,,,,18.521610700842437
163,True,107.0,False,,,0.9974242254936149,True,True,False,,,,49.60420705025126
164,True,246.0,False,,,0.2941345392450042,True,True,False,,,,31.554999976662714
165,True,79.0,False,,,0.9997999662486848,True,True,False,,,,53.228999466322335
166,True,180.0,False,,,0.11983415015492616,True,False,True,,,,17.349882864936596
167,False,,False,,,,False,False,False,,,,
168,False,,False,,,,False,False,False,,,,
169,True,240.0,False,,,0.2893235034898536,True,True,False,,,,31.270847243090586
170,False,,False,,,,False,False,False,,,,
171,False,,False,,,,False,False,False,,,,
172,False,,False,,,,False,False,False,,,,
173,True,142.0,False,,,0.9999938691334455,True,True,False,,,,57.971866312862794
174,False,,False,,,,False,False,False,,,,
175,False,,False,,,,False,False,False,,,,
176,False,,False,,,,False,False,False,,,,
177,False,,False,,,,False,False,False,,,,
178,False,,False,,,,False,False,False,,,,
179,True,126.0,False,,,0.8341519266051707,True,True,False,,,,43.60339231585732
180,True,89.0,False,,,0.12842133734524386,True,False,True,,,,13.266548953071652
181,True,117.0,False,,,0.11819109950560436,True,False,True,,,,19.628618543802055
182,False,,False,,,,False,False,False,,,,
